customer_id,signup_date,region,account_type,risk_segment
CUST001181,2025-03-01,West,Basic,Low
CUST001182,2025-08-24,Northeast,Basic,Low
CUST001183,2020-07-26,Northeast,Premium,Low
CUST001184,2020-07-22,Northeast,Premium,Medium
CUST001185,2018-06-23,Northeast,Basic,Low
CUST001186,2021-10-24,West,Premium,Low
CUST001187,2020-05-21,Midwest,Premium,High
CUST001188,2026-06-26,International,Basic,Low
CUST001189,2026-03-07,Northeast,Premium,Low
CUST001190,2021-01-16,South,Premium,Low
CUST001191,2023-05-12,Midwest,Premium,Low
CUST001192,2022-01-12,Midwest,Basic,Low
CUST001193,2025-09-27,West,Basic,Medium
CUST001194,2026-05-16,International,Basic,Low
CUST001195,2022-02-11,West,Basic,Medium
CUST001196,2021-05-20,Northeast,Basic,Low
CUST001197,2021-12-19,Northeast,Premium,Low
CUST001198,2023-06-21,South,Basic,Low
CUST001199,2023-03-12,Midwest,Basic,Low
CUST001200,2021-11-03,West,Business,Low
CUST001201,2019-03-28,South,Basic,Medium
CUST001202,2022-06-18,South,Basic,Low
CUST001203,2021-01-06,West,Premium,Medium
CUST001204,2026-05-24,South,Basic,Low
CUST001205,2024-05-11,Northeast,Basic,Low
CUST001206,2018-01-02,Northeast,Premium,Low
CUST001207,2026-06-29,South,Basic,Low
CUST001208,2024-04-22,Midwest,Basic,Low
CUST001209,2024-05-08,Northeast,Basic,Medium
CUST001210,2021-06-26,Midwest,Premium,Low
CUST001211,2025-05-28,West,Basic,Medium
CUST001212,2022-04-01,West,Premium,Medium
CUST001213,2024-03-08,South,Basic,Low
CUST001214,2021-02-24,Midwest,Premium,Low
CUST001215,2026-06-22,Midwest,Basic,Low
CUST001216,2019-10-30,South,Basic,Low
CUST001217,2023-12-22,Midwest,Basic,Medium
CUST001218,2018-06-18,South,Premium,Low
CUST001219,2023-11-17,South,Basic,Low
CUST001220,2024-08-13,Northeast,Basic,Medium
CUST001221,2022-12-02,Northeast,Basic,Low
CUST001222,2022-05-15,Northeast,Basic,Low
CUST001223,2020-11-18,West,Premium,Low
CUST001224,2026-04-22,South,Basic,Low
CUST001225,2018-11-20,Northeast,Basic,Low
CUST001226,2020-01-14,West,Basic,Low
CUST001227,2025-03-13,Midwest,Basic,Low
CUST001228,2025-06-01,Midwest,Basic,Medium
CUST001229,2021-08-31,International,Basic,Low
CUST001230,2025-07-03,Northeast,Basic,Medium
CUST001231,2020-12-11,Northeast,Business,Low
CUST001232,2025-05-06,South,Basic,High
CUST001233,2020-06-21,Northeast,Premium,Low
CUST001234,2021-06-27,South,Basic,Medium
CUST001235,2025-04-27,Northeast,Basic,Medium
CUST001236,2024-07-21,Northeast,Basic,Low
CUST001237,2026-05-04,Northeast,Basic,Low
CUST001238,2024-02-19,Midwest,Premium,Medium
CUST001239,2018-01-04,Northeast,Premium,Medium
CUST001240,2025-09-27,Northeast,Premium,Low
CUST001241,2023-07-27,West,Premium,Medium
CUST001242,2025-07-10,Midwest,Basic,Low
CUST001243,2025-05-07,Midwest,Basic,Low
CUST001244,2022-04-14,Northeast,Premium,Low
CUST001245,2018-01-07,Midwest,Basic,Medium
CUST001246,2022-04-15,Northeast,Basic,Low
CUST001247,2021-02-28,South,Business,Low
CUST001248,2022-10-15,Northeast,Business,Low
CUST001249,2022-10-13,West,Premium,Low
CUST001250,2025-10-19,West,Basic,Low
CUST001251,2022-02-01,Northeast,Premium,Low
CUST001252,2025-01-15,Northeast,Basic,Medium
CUST001253,2024-11-14,Northeast,Basic,Low
CUST001254,2018-07-14,South,Basic,Low
CUST001255,2024-11-02,Northeast,Business,Low
CUST001256,2024-10-25,West,Business,Low
CUST001257,2023-01-10,West,Premium,Low
CUST001258,2023-03-24,West,Basic,Low
CUST001259,2025-01-17,South,Basic,Low
CUST001260,2026-06-01,International,Basic,Low
CUST001261,2021-09-13,Northeast,Business,Low
CUST001262,2025-07-05,Midwest,Basic,Medium
CUST001263,2026-01-01,Midwest,Basic,Low
CUST001264,2021-09-29,International,Premium,Low
CUST001265,2025-07-17,South,Basic,Low
CUST001266,2020-04-03,West,Premium,Low
CUST001267,2018-10-30,Northeast,Basic,Low
CUST001268,2024-05-13,International,Premium,Low
CUST001269,2025-12-29,South,Basic,Low
CUST001270,2025-06-06,South,Basic,Low
CUST001271,2026-01-30,International,Basic,Low
CUST001272,2026-01-14,Midwest,Basic,Low
CUST001273,2018-12-24,Midwest,Premium,High
CUST001274,2019-03-24,South,Basic,Low
CUST001275,2019-08-14,Northeast,Basic,Low
CUST001276,2018-09-27,Midwest,Premium,Low
CUST001277,2023-10-06,Northeast,Basic,Low
CUST001278,2025-03-26,Northeast,Premium,Low
CUST001279,2023-09-06,West,Premium,Low
CUST001280,2021-09-15,South,Basic,Low
CUST001281,2025-03-05,Midwest,Premium,Low
CUST001282,2026-04-06,Midwest,Basic,Low
CUST001283,2019-03-20,Midwest,Basic,Low
CUST001284,2024-12-30,South,Basic,Low
CUST001285,2025-01-08,West,Premium,High
CUST001286,2022-05-12,International,Premium,Low
CUST001287,2020-03-13,Midwest,Basic,High
CUST001288,2021-09-26,Midwest,Business,High
CUST001289,2023-11-18,Midwest,Basic,Low
CUST001290,2023-07-06,South,Business,Low
CUST001291,2019-12-21,Midwest,Premium,Medium
CUST001292,2018-06-12,South,Business,Low
CUST001293,2019-12-27,South,Business,Low
CUST001294,2023-09-01,Midwest,Business,Low
CUST001295,2021-08-10,Midwest,Basic,Low
CUST001296,2023-04-24,Midwest,Premium,Medium
CUST001297,2021-06-18,Northeast,Premium,Medium
CUST001298,2025-10-16,Northeast,Premium,Medium
CUST001299,2018-06-15,South,Basic,Medium
CUST001300,2018-02-28,Midwest,Business,Low
CUST001301,2022-12-04,Northeast,Basic,Low
CUST001302,2025-04-21,South,Basic,High
CUST001303,2020-07-11,West,Basic,High
CUST001304,2020-08-03,Northeast,Basic,Medium
CUST001305,2025-12-12,West,Premium,Medium
CUST001306,2026-05-28,West,Basic,Medium
CUST001307,2023-04-22,South,Premium,Low
CUST001308,2022-06-21,South,Premium,Medium
CUST001309,2026-04-01,Northeast,Basic,Low
CUST001310,2025-10-06,International,Premium,Low
CUST001311,2025-03-21,Midwest,Basic,Low
CUST001312,2025-09-24,West,Premium,Medium
CUST001313,2026-06-17,South,Business,Low
CUST001314,2026-03-02,Northeast,Basic,Low
CUST001315,2020-06-13,Northeast,Premium,Low
CUST001316,2025-06-26,South,Basic,Low
CUST001317,2026-05-16,South,Basic,Low
CUST001318,2018-08-30,Northeast,Premium,Low
CUST001319,2024-07-12,West,Basic,Medium
CUST001320,2022-09-28,West,Premium,Low
CUST001321,2026-03-17,South,Basic,Low
CUST001322,2020-04-21,Midwest,Basic,Low
CUST001323,2022-07-17,Northeast,Premium,Low
CUST001324,2020-04-12,West,Basic,High
CUST001325,2018-02-13,Midwest,Premium,Low
CUST001326,2021-03-08,West,Basic,Low
CUST001327,2024-11-10,Midwest,Premium,Low
CUST001328,2019-09-13,South,Premium,Low
CUST001329,2019-02-19,Midwest,Basic,Medium
CUST001330,2024-06-14,Northeast,Basic,High
CUST001331,2024-05-16,West,Basic,Medium
CUST001332,2023-12-06,South,Business,High
CUST001333,2026-06-17,South,Basic,Low
CUST001334,2026-06-25,International,Basic,Low
CUST001335,2026-05-16,International,Premium,Low
CUST001336,2024-10-02,West,Basic,Low
CUST001337,2023-03-19,Northeast,Basic,Low
CUST001338,2025-06-21,South,Basic,Low
CUST001339,2021-03-17,West,Basic,Low
CUST001340,2020-08-31,Midwest,Premium,Low
CUST001341,2021-07-26,Northeast,Business,Low
CUST001342,2022-11-21,West,Business,Low
CUST001343,2019-09-11,Midwest,Business,Low
CUST001344,2018-02-10,South,Basic,Low
CUST001345,2022-03-22,International,Basic,Low
CUST001346,2024-12-16,South,Premium,Low
CUST001347,2024-01-13,Midwest,Business,Medium
CUST001348,2025-01-06,Midwest,Premium,Low
CUST001349,2025-11-23,Midwest,Basic,Low
CUST001350,2021-09-21,Northeast,Premium,High
CUST001351,2020-12-22,West,Premium,Low
CUST001352,2022-09-06,West,Business,Low
CUST001353,2020-12-26,Midwest,Premium,Low
CUST001354,2026-05-14,Midwest,Basic,Low
CUST001355,2026-05-10,West,Basic,Low
CUST001356,2022-07-06,Northeast,Basic,Low
CUST001357,2025-09-07,South,Basic,Low
CUST001358,2022-03-07,Midwest,Business,High
CUST001359,2024-04-20,South,Basic,Low
CUST001360,2025-06-13,Northeast,Basic,Low
CUST001361,2024-01-31,South,Basic,Medium
CUST001362,2022-02-19,Midwest,Premium,Low
CUST001363,2025-02-04,South,Basic,Medium
CUST001364,2023-04-01,Northeast,Basic,Low
CUST001365,2019-06-02,Midwest,Premium,Low
CUST001366,2021-08-11,South,Basic,High
CUST001367,2024-08-27,Northeast,Basic,Low
CUST001368,2023-06-17,Northeast,Basic,Medium
CUST001369,2022-11-24,Northeast,Premium,Low
CUST001370,2018-06-28,Midwest,Premium,Medium
CUST001371,2024-01-06,Northeast,Business,Low
CUST001372,2020-05-07,International,Basic,Low
CUST001373,2025-01-28,Midwest,Business,Low
CUST001374,2024-09-20,West,Premium,High
CUST001375,2019-05-03,International,Basic,Low
CUST001376,2025-06-26,Northeast,Basic,Low
CUST001377,2018-12-30,South,Basic,Medium
CUST001378,2022-05-10,West,Business,Low
CUST001379,2024-01-29,South,Basic,Low
CUST001380,2021-08-22,Midwest,Basic,Low
CUST001381,2026-04-19,Midwest,Premium,Low
CUST001382,2024-07-22,Northeast,Business,Low
CUST001383,2026-04-21,South,Premium,Low
CUST001384,2019-02-21,International,Premium,Low
CUST001385,2019-06-11,International,Basic,Low
CUST001386,2020-02-05,Northeast,Business,Low
CUST001387,2022-06-20,South,Basic,Low
CUST001388,2024-01-15,Midwest,Basic,Medium
CUST001389,2020-03-10,West,Business,Low
CUST001390,2022-08-31,Northeast,Basic,Low
CUST001391,2025-04-13,International,Basic,Low
CUST001392,2025-10-23,West,Premium,Low
CUST001393,2023-06-17,Northeast,Basic,Medium
CUST001394,2025-08-04,Northeast,Basic,Low
CUST001395,2019-02-22,West,Premium,High
CUST001396,2020-11-17,Northeast,Premium,Low
CUST001397,2023-05-03,South,Premium,Medium
CUST001398,2024-07-18,West,Basic,Medium
CUST001399,2022-04-25,South,Premium,Low
CUST001400,2022-09-12,Midwest,Premium,High
CUST001401,2025-08-17,Midwest,Basic,Medium
CUST001402,2024-07-03,Northeast,Basic,Low
CUST001403,2026-04-20,International,Basic,Low
CUST001404,2024-10-21,Midwest,Basic,Low
CUST001405,2024-01-17,Northeast,Basic,Low
CUST001406,2021-10-30,Midwest,Premium,Low
CUST001407,2024-09-21,International,Business,Low
CUST001408,2022-04-09,Northeast,Basic,Low
CUST001409,2025-11-24,West,Premium,Low
CUST001410,2022-08-06,South,Basic,Low
CUST001411,2019-04-21,West,Basic,Low
CUST001412,2026-04-03,International,Premium,Low
CUST001413,2020-07-16,West,Basic,Medium
CUST001414,2025-12-26,International,Business,Low
CUST001415,2023-11-29,Northeast,Basic,High
CUST001416,2018-10-21,West,Basic,Medium
CUST001417,2020-02-09,South,Basic,Medium
CUST001418,2024-08-06,South,Basic,Low
CUST001419,2020-07-12,West,Business,Medium
CUST001420,2022-08-18,International,Premium,High
CUST001421,2025-11-03,South,Basic,Medium
CUST001422,2026-04-20,Midwest,Basic,Low
CUST001423,2021-07-28,Midwest,Premium,Low
CUST001424,2020-12-22,Midwest,Premium,Low
CUST001425,2025-01-09,Midwest,Basic,Low
CUST001426,2021-04-28,Midwest,Basic,Low
CUST001427,2022-02-05,Northeast,Basic,Medium
CUST001428,2022-10-28,Northeast,Basic,Low
CUST001429,2023-06-18,West,Basic,Low
CUST001430,2023-06-09,Midwest,Basic,Medium
CUST001431,2025-09-08,International,Basic,Low
CUST001432,2018-07-20,South,Basic,Low
CUST001433,2025-05-19,Northeast,Basic,Medium
CUST001434,2025-08-11,Northeast,Business,Medium
CUST001435,2024-11-08,Northeast,Premium,Low
CUST001436,2026-02-24,International,Basic,Low
CUST001437,2024-04-06,Northeast,Basic,Low
CUST001438,2026-06-25,South,Basic,Low
CUST001439,2018-12-07,International,Premium,Medium
CUST001440,2018-01-30,International,Premium,Medium
CUST001441,2022-01-07,Northeast,Basic,Low
CUST001442,2025-05-25,Northeast,Business,Low
CUST001443,2024-01-31,Northeast,Premium,Low
CUST001444,2025-09-11,Northeast,Premium,Low
CUST001445,2018-01-24,Northeast,Basic,Low
CUST001446,2019-07-25,South,Basic,Low
CUST001447,2020-05-23,West,Premium,Medium
CUST001448,2018-03-10,South,Basic,Low
CUST001449,2020-03-22,South,Premium,Low
CUST001450,2021-10-11,Northeast,Premium,Low
CUST001451,2026-05-02,West,Basic,Medium
CUST001452,2025-12-20,South,Basic,High
CUST001453,2018-08-27,West,Basic,Low
CUST001454,2020-11-29,International,Basic,Low
CUST001455,2023-05-20,Midwest,Premium,Medium
CUST001456,2025-07-21,Northeast,Premium,Low
CUST001457,2025-11-03,Northeast,Basic,Low
CUST001458,2026-06-22,Midwest,Premium,Low
CUST001459,2025-03-17,International,Basic,Medium
CUST001460,2021-05-06,Midwest,Premium,Low
CUST001461,2022-04-08,West,Basic,Low
CUST001462,2026-03-11,South,Premium,Low
CUST001463,2023-11-10,Northeast,Premium,Low
CUST001464,2020-01-05,Midwest,Basic,Low
CUST001465,2021-04-08,South,Premium,Medium
CUST001466,2026-03-29,South,Premium,Medium
CUST001467,2023-11-16,Midwest,Basic,Low
CUST001468,2026-03-25,Northeast,Premium,Low
CUST001469,2022-09-04,South,Business,Medium
CUST001470,2019-11-16,Northeast,Premium,Medium
CUST001471,2020-07-30,International,Basic,Low
CUST001472,2025-12-24,Northeast,Premium,Low
CUST001473,2019-10-13,Northeast,Business,Low
CUST001474,2026-01-07,South,Premium,Low
CUST001475,2021-08-09,South,Basic,Low
CUST001476,2025-08-30,South,Basic,Low
CUST001477,2025-07-13,Midwest,Premium,Low
CUST001478,2023-06-02,International,Basic,Medium
CUST001479,2025-09-11,Midwest,Basic,Medium
CUST001480,2020-02-24,Midwest,Basic,Medium
CUST001481,2025-07-29,Midwest,Premium,Low
CUST001482,2025-09-21,Northeast,Basic,Low
CUST001483,2022-04-29,South,Premium,Low
CUST001484,2024-12-06,Northeast,Premium,Low
CUST001485,2025-07-05,South,Business,Low
CUST001486,2025-04-08,Northeast,Business,Low
CUST001487,2024-11-05,International,Basic,High
CUST001488,2025-03-22,Midwest,Premium,Medium
CUST001489,2024-04-30,West,Basic,Low
CUST001490,2018-12-30,Midwest,Business,Medium
CUST001491,2020-07-19,Northeast,Basic,Low
CUST001492,2024-12-27,West,Premium,Low
CUST001493,2019-02-28,South,Premium,Low
CUST001494,2019-02-13,West,Basic,Low
CUST001495,2022-04-07,Midwest,Premium,Low
CUST001496,2019-05-02,South,Basic,Low
CUST001497,2025-01-14,West,Basic,Low
CUST001498,2026-01-14,South,Basic,High
CUST001499,2026-06-07,Midwest,Basic,Low
CUST001500,2023-04-27,South,Premium,Low
CUST001501,2026-06-10,South,Business,Low
CUST001502,2021-09-09,International,Basic,Low
CUST001503,2022-04-20,Midwest,Premium,Low
CUST001504,2026-06-20,Midwest,Business,Low
CUST001505,2021-07-12,West,Premium,High
CUST001506,2025-01-22,South,Basic,Low
CUST001507,2019-09-03,West,Business,Low
CUST001508,2022-05-07,Midwest,Basic,Low
CUST001509,2024-01-02,Northeast,Premium,Medium
CUST001510,2022-03-31,West,Premium,Low
CUST001511,2020-11-03,Northeast,Premium,Low
CUST001512,2020-04-01,Northeast,Basic,High
CUST001513,2022-10-13,South,Basic,Low
CUST001514,2026-05-06,West,Premium,Low
CUST001515,2019-12-12,West,Basic,Low
CUST001516,2021-11-14,Midwest,Basic,Low
CUST001517,2020-12-28,Northeast,Premium,High
CUST001518,2019-09-22,International,Premium,Low
CUST001519,2020-11-02,Northeast,Basic,Low
CUST001520,2018-08-14,Northeast,Basic,Low
CUST001521,2025-10-16,Midwest,Business,Low
CUST001522,2018-10-01,South,Basic,Low
CUST001523,2025-09-16,West,Basic,High
CUST001524,2024-04-13,West,Basic,Low
CUST001525,2019-01-08,South,Basic,Medium
CUST001526,2019-10-03,Northeast,Business,Medium
CUST001527,2023-01-18,Midwest,Basic,Low
CUST001528,2024-05-08,Midwest,Basic,Medium
CUST001529,2024-09-09,Northeast,Basic,Medium
CUST001530,2018-11-04,Midwest,Basic,Low
CUST001531,2019-09-04,Midwest,Basic,Low
CUST001532,2024-11-20,Northeast,Business,Low
CUST001533,2025-10-03,South,Premium,Low
CUST001534,2026-03-31,South,Basic,Medium
CUST001535,2018-02-06,Northeast,Basic,Low
CUST001536,2018-10-25,Midwest,Basic,Low
CUST001537,2019-06-07,West,Basic,Low
CUST001538,2025-02-16,West,Premium,Low
CUST001539,2024-03-27,West,Basic,Medium
CUST001540,2023-08-17,Midwest,Premium,Medium
CUST001541,2025-08-01,West,Business,Medium
CUST001542,2018-07-19,Northeast,Basic,Low
CUST001543,2018-09-29,Midwest,Business,Low
CUST001544,2025-05-23,Northeast,Basic,Medium
CUST001545,2026-02-01,Midwest,Basic,Low
CUST001546,2023-08-11,Midwest,Premium,Low
CUST001547,2021-10-11,Northeast,Basic,Low
CUST001548,2024-05-09,West,Premium,Low
CUST001549,2024-07-01,Midwest,Premium,Low
CUST001550,2023-05-17,Midwest,Basic,Low
CUST001551,2018-07-21,Northeast,Premium,Low
CUST001552,2024-03-25,Midwest,Basic,Medium
CUST001553,2026-05-11,Midwest,Premium,Low
CUST001554,2025-11-02,Midwest,Basic,Low
CUST001555,2025-11-23,Northeast,Basic,Medium
CUST001556,2023-06-17,West,Basic,Low
CUST001557,2022-02-23,International,Premium,Low
CUST001558,2020-05-30,South,Basic,High
CUST001559,2022-11-18,South,Business,Medium
CUST001560,2023-07-01,West,Basic,Medium
CUST001561,2025-03-19,International,Basic,Medium
CUST001562,2022-10-05,South,Basic,Low
CUST001563,2019-03-20,West,Basic,Low
CUST001564,2022-01-09,West,Business,Low
CUST001565,2025-02-28,West,Basic,Low
CUST001566,2024-12-12,Midwest,Premium,Low
CUST001567,2022-09-04,Northeast,Premium,Low
CUST001568,2021-04-16,Northeast,Basic,Medium
CUST001569,2025-10-02,Midwest,Premium,Low
CUST001570,2022-05-03,South,Business,Low
CUST001571,2018-11-15,Midwest,Premium,Medium
CUST001572,2025-10-05,South,Basic,High
CUST001573,2026-01-26,South,Premium,Low
CUST001574,2019-10-29,West,Premium,High
CUST001575,2025-09-19,Northeast,Basic,Medium
CUST001576,2020-04-24,Northeast,Premium,Low
CUST001577,2019-02-16,West,Basic,Low
CUST001578,2024-11-07,West,Premium,Low
CUST001579,2022-02-24,International,Business,Low
CUST001580,2020-09-29,West,Business,Medium
CUST001581,2025-07-04,West,Premium,Low
CUST001582,2026-01-06,Midwest,Premium,Medium
CUST001583,2018-10-04,Midwest,Premium,Low
CUST001584,2025-11-06,Northeast,Basic,Low
CUST001585,2025-05-06,South,Basic,Medium
CUST001586,2024-03-25,International,Basic,High
CUST001587,2026-03-04,Midwest,Basic,Medium
CUST001588,2026-02-17,South,Business,Low
CUST001589,2025-03-21,Midwest,Premium,Low
CUST001590,2018-07-26,Northeast,Basic,Low
CUST001591,2025-09-07,Northeast,Basic,Low
CUST001592,2025-07-13,Northeast,Premium,Low
CUST001593,2023-01-27,International,Basic,Medium
CUST001594,2022-12-26,Midwest,Premium,Low
CUST001595,2020-10-12,West,Business,Low
CUST001596,2019-02-17,South,Basic,Low
CUST001597,2020-04-09,Northeast,Basic,Low
CUST001598,2021-07-11,Northeast,Basic,Low
CUST001599,2025-05-19,West,Basic,Medium
CUST001600,2025-06-23,Northeast,Basic,Low
CUST001601,2019-09-08,West,Basic,Medium
CUST001602,2018-06-15,Northeast,Basic,Low
CUST001603,2022-03-18,South,Basic,Low
CUST001604,2024-12-24,West,Basic,High
CUST001605,2024-08-31,Northeast,Premium,Low
CUST001606,2024-07-04,Midwest,Basic,Low
CUST001607,2025-12-26,International,Premium,Low
CUST001608,2023-03-27,Northeast,Basic,Low
CUST001609,2018-06-14,Midwest,Basic,Low
CUST001610,2025-04-20,Midwest,Basic,Low
CUST001611,2022-12-11,Northeast,Premium,Low
CUST001612,2024-12-02,West,Basic,Low
CUST001613,2024-05-11,West,Basic,Low
CUST001614,2022-06-01,Midwest,Basic,Medium
CUST001615,2018-10-06,West,Business,High
CUST001616,2026-06-11,Northeast,Basic,Low
CUST001617,2020-03-24,Northeast,Basic,Low
CUST001618,2025-01-24,South,Premium,Low
CUST001619,2023-05-19,International,Basic,Low
CUST001620,2025-04-05,Northeast,Basic,Low
CUST001621,2020-02-11,Northeast,Premium,Medium
CUST001622,2022-09-28,South,Basic,Low
CUST001623,2024-10-04,West,Basic,Low
CUST001624,2024-05-08,Northeast,Basic,Low
CUST001625,2019-02-23,Midwest,Basic,Medium
CUST001626,2019-03-26,West,Business,Low
CUST001627,2023-08-31,Midwest,Premium,Low
CUST001628,2020-03-21,Northeast,Premium,High
CUST001629,2018-07-19,Northeast,Basic,Low
CUST001630,2022-02-12,Midwest,Premium,Low
CUST001631,2022-08-07,Midwest,Premium,Low
CUST001632,2024-12-31,West,Basic,Low
CUST001633,2021-05-28,South,Business,Low
CUST001634,2023-08-07,South,Premium,Low
CUST001635,2021-09-28,International,Premium,Low
CUST001636,2024-06-19,Midwest,Basic,Low
CUST001637,2025-09-23,Midwest,Basic,Medium
CUST001638,2026-01-03,West,Premium,Medium
CUST001639,2024-09-28,Northeast,Premium,Medium
CUST001640,2024-02-22,South,Basic,High
CUST001641,2020-10-22,West,Basic,Medium
CUST001642,2021-07-20,Northeast,Premium,Low
CUST001643,2022-02-24,Midwest,Basic,Low
CUST001644,2018-11-14,Northeast,Basic,Low
CUST001645,2019-08-20,Northeast,Premium,Low
CUST001646,2022-12-20,Midwest,Basic,Low
CUST001647,2025-02-09,Midwest,Basic,Low
CUST001648,2022-03-18,West,Basic,Low
CUST001649,2025-09-22,West,Business,Low
CUST001650,2025-09-22,West,Basic,Medium
CUST001651,2023-12-04,Northeast,Premium,Low
CUST001652,2025-05-30,Midwest,Business,Low
CUST001653,2026-03-08,Northeast,Premium,Low
CUST001654,2023-06-29,Northeast,Basic,Low
CUST001655,2024-12-12,International,Basic,Low
CUST001656,2026-03-24,Midwest,Basic,Low
CUST001657,2021-07-20,Northeast,Premium,Low
CUST001658,2020-07-20,West,Business,Medium
CUST001659,2023-06-21,Midwest,Premium,Low
CUST001660,2024-06-30,Northeast,Basic,High
CUST001661,2019-12-20,Northeast,Basic,Medium
CUST001662,2025-07-21,South,Business,Low
CUST001663,2021-06-25,West,Basic,Low
CUST001664,2018-10-03,Northeast,Premium,Low
CUST001665,2020-03-14,West,Basic,Medium
CUST001666,2019-03-02,West,Premium,Medium
CUST001667,2026-02-25,West,Premium,Medium
CUST001668,2021-06-18,Northeast,Basic,Medium
CUST001669,2022-03-24,Northeast,Basic,Low
CUST001670,2018-07-24,West,Premium,Medium
CUST001671,2025-11-09,Midwest,Basic,Low
CUST001672,2026-01-27,South,Basic,Low
CUST001673,2022-10-29,West,Basic,Low
CUST001674,2023-07-27,Northeast,Basic,Medium
CUST001675,2018-10-19,West,Premium,Low
CUST001676,2025-10-27,International,Basic,Low
CUST001677,2025-09-20,South,Basic,Low
CUST001678,2024-04-03,Midwest,Business,High
CUST001679,2026-01-12,West,Basic,Low
CUST001680,2024-09-06,South,Basic,Low
CUST001681,2018-03-06,West,Premium,Low
CUST001682,2021-02-18,West,Business,Low
CUST001683,2022-12-04,West,Premium,High
CUST001684,2018-08-16,Midwest,Premium,High
CUST001685,2022-07-24,Northeast,Basic,Medium
CUST001686,2025-05-07,Northeast,Basic,Medium
CUST001687,2025-02-10,South,Business,Low
CUST001688,2022-08-09,South,Business,Low
CUST001689,2020-12-26,South,Premium,Low
CUST001690,2025-08-10,Midwest,Basic,Low
CUST001691,2020-04-12,West,Basic,Low
CUST001692,2026-01-09,West,Basic,Medium
CUST001693,2022-05-02,Northeast,Business,Low
CUST001694,2022-09-01,West,Premium,Low
CUST001695,2026-03-06,South,Basic,Low
CUST001696,2022-03-28,South,Basic,Medium
CUST001697,2018-07-11,Northeast,Basic,Medium
CUST001698,2019-02-08,West,Basic,Low
CUST001699,2026-06-25,International,Premium,Medium
CUST001700,2025-06-05,South,Premium,Medium
CUST001701,2020-12-29,West,Basic,Low
CUST001702,2020-08-24,International,Premium,Medium
CUST001703,2024-12-07,Midwest,Business,Low
CUST001704,2023-10-10,South,Basic,Low
CUST001705,2021-05-21,Midwest,Basic,Low
CUST001706,2022-10-11,International,Basic,Low
CUST001707,2021-11-11,Northeast,Basic,Low
CUST001708,2022-07-08,Midwest,Basic,Low
CUST001709,2024-09-05,West,Premium,Low
CUST001710,2022-09-15,Midwest,Basic,Low
CUST001711,2018-10-16,West,Basic,Medium
CUST001712,2021-07-10,Midwest,Premium,Low
CUST001713,2023-09-27,International,Basic,Low
CUST001714,2018-04-12,West,Premium,Low
CUST001715,2020-07-02,Midwest,Premium,Medium
CUST001716,2019-05-30,West,Premium,High
CUST001717,2023-01-18,Midwest,Premium,Low
CUST001718,2018-12-25,South,Premium,Medium
CUST001719,2022-05-15,South,Premium,Low
CUST001720,2018-06-13,West,Basic,High
CUST001721,2024-06-20,Northeast,Basic,Low
CUST001722,2020-03-27,Northeast,Basic,Low
CUST001723,2020-11-08,South,Basic,Low
CUST001724,2023-07-08,South,Basic,Low
CUST001725,2025-07-26,South,Basic,Low
CUST001726,2018-10-22,Northeast,Basic,Low
CUST001727,2026-05-09,Midwest,Basic,Low
CUST001728,2018-10-12,West,Basic,Medium
CUST001729,2025-09-28,Northeast,Premium,Medium
CUST001730,2025-03-09,Midwest,Premium,Low
CUST001731,2022-11-20,International,Premium,Medium
CUST001732,2019-11-21,Northeast,Basic,Low
CUST001733,2024-07-11,West,Premium,High
CUST001734,2019-06-02,Northeast,Premium,Low
CUST001735,2022-09-09,West,Basic,Medium
CUST001736,2025-01-08,West,Business,High
CUST001737,2025-03-03,West,Basic,Medium
CUST001738,2025-05-31,Northeast,Premium,Medium
CUST001739,2026-04-27,South,Premium,Low
CUST001740,2026-06-27,West,Basic,Medium
CUST001741,2025-12-01,Northeast,Premium,Low
CUST001742,2020-05-10,Northeast,Basic,Low
CUST001743,2025-06-20,Northeast,Basic,High
CUST001744,2019-06-25,International,Basic,Low
CUST001745,2020-05-20,South,Basic,Low
CUST001746,2021-06-21,South,Basic,Medium
CUST001747,2022-10-19,West,Premium,Low
CUST001748,2025-05-06,South,Basic,Low
CUST001749,2018-04-02,Midwest,Basic,Low
CUST001750,2021-12-02,Midwest,Premium,Medium
CUST001751,2019-09-13,South,Basic,Medium
CUST001752,2020-10-21,Northeast,Basic,Low
CUST001753,2022-12-25,West,Premium,Medium
CUST001754,2024-04-12,West,Business,Medium
CUST001755,2021-09-28,Midwest,Basic,Low
CUST001756,2024-06-30,South,Basic,Low
CUST001757,2019-11-19,Northeast,Premium,High
CUST001758,2022-12-29,International,Business,Low
CUST001759,2024-11-09,West,Basic,Low
CUST001760,2025-04-28,West,Basic,Medium
CUST001761,2026-02-07,Midwest,Basic,Low
CUST001762,2025-09-16,Northeast,Premium,Low
CUST001763,2024-03-02,Northeast,Business,Low
CUST001764,2020-02-20,Northeast,Premium,Low
CUST001765,2026-06-08,Northeast,Basic,High
CUST001766,2026-03-12,Northeast,Premium,Low
CUST001767,2022-12-08,International,Premium,Low
CUST001768,2018-03-16,Northeast,Basic,Medium
CUST001769,2018-07-31,Northeast,Premium,Low
CUST001770,2022-08-21,West,Basic,Low
CUST001771,2025-09-19,South,Basic,Low
CUST001772,2025-06-26,West,Premium,Low
CUST001773,2026-04-04,South,Basic,Low
