ticket_id,customer_id,created_at,subject,body_text,category
TCKT00342,CUST004785,2025-03-05 08:05:34,"Account under review, need status update",I rely on this account for daily expenses and need access restored. I can't withdraw or transfer any funds right now. This review process is taking way too long for a routine check.,account_access
TCKT00343,CUST003437,2025-03-05 10:05:09,"Failed transaction, need urgent help",My card was declined even though I have sufficient balance. Please refund the pending hold from the failed charge. This is the second time a fuel purchase has failed this month.,failed_transaction
TCKT00344,CUST002119,2025-03-05 13:17:42,Thank you to your support team,The new budgeting feature in the app is genuinely useful. Switching to this bank was one of the best financial decisions I've made.,positive_feedback
TCKT00345,CUST002592,2025-03-05 14:13:39,Just wanted to say thanks,The new budgeting feature in the app is genuinely useful. Switching to this bank was one of the best financial decisions I've made. The app redesign is clean and much easier to navigate.,positive_feedback
TCKT00346,CUST004760,2025-03-05 21:01:16,"Failed transaction, need urgent help",The transaction error code didn't explain what actually went wrong. My card was declined even though I have sufficient balance. The payment failed but the funds still show as pending on my account.,failed_transaction
TCKT00347,CUST003801,2025-03-06 02:25:21,My groceries payment keeps failing,My card was declined even though I have sufficient balance. I need this resolved quickly because the merchant is threatening to cancel my order.,failed_transaction
TCKT00348,CUST001490,2025-03-06 07:46:09,Can't log into my account,Can someone manually reset my login so I can access my account? I've reset my password three times and still can't log in. I never receive the verification code by text or email.,login_issue
TCKT00349,CUST004550,2025-03-06 10:11:41,Can't access funds in my account,I submitted my ID for verification 9 days ago and heard nothing back. I can't withdraw or transfer any funds right now. I rely on this account for daily expenses and need access restored.,account_access
TCKT00350,CUST004897,2025-03-06 11:28:47,Transaction failed but money was taken,"My card was declined even though I have sufficient balance. I tried to pay Nolan, Bond and Wall for $378.32 and the transaction was declined. This is the second time a groceries purchase has failed this month.",failed_transaction
TCKT00351,CUST001557,2025-03-06 12:58:52,Two-factor code never arrives,I've reset my password three times and still can't log in. The mobile app crashes every time I try to sign in. It says my credentials are invalid even though I just reset them.,login_issue
TCKT00352,CUST004682,2025-03-06 14:29:40,Too many hidden fees,I was charged a $92.62 fee I don't understand. This is the third fee I've been charged this year that surprised me.,fee_complaint
TCKT00353,CUST000482,2025-03-06 19:05:37,Transaction failed but money was taken,The payment failed but the funds still show as pending on my account. This is the second time a transfer purchase has failed this month.,failed_transaction
TCKT00354,CUST001424,2025-03-06 20:04:34,Can't log into my account,It says my credentials are invalid even though I just reset them. Can someone manually reset my login so I can access my account? The mobile app crashes every time I try to sign in. I've reset my password three times and still can't log in.,login_issue
TCKT00355,CUST001648,2025-03-06 20:35:08,Just wanted to say thanks,"Just wanted to recognize your team for great service this week. Your support agent resolved my issue in minutes, really appreciated it. Thank you for being transparent about the recent fee changes.",positive_feedback
TCKT00356,CUST004556,2025-03-06 21:13:58,Can't log into my account,I never receive the verification code by text or email. The mobile app crashes every time I try to sign in. It says my credentials are invalid even though I just reset them.,login_issue
TCKT00357,CUST004650,2025-03-07 00:53:45,Dispute a service charge,This is the third fee I've been charged this year that surprised me. I want this fee reversed or a clear explanation of why it was charged. This overdraft fee seems unfair given my account history.,fee_complaint
TCKT00358,CUST003486,2025-03-07 05:18:06,Been on hold for over an hour,Your chat support disconnected me before resolving my issue. This is taking far too long to resolve for a simple issue.,slow_support
TCKT00359,CUST004985,2025-03-07 10:58:46,Can't access funds in my account,I submitted my ID for verification 10 days ago and heard nothing back. This review process is taking way too long for a routine check. I can't withdraw or transfer any funds right now.,account_access
TCKT00360,CUST001881,2025-03-07 17:56:30,Payment declined for no reason,The payment failed but the funds still show as pending on my account. I need this resolved quickly because the merchant is threatening to cancel my order. My card was declined even though I have sufficient balance.,failed_transaction
TCKT00361,CUST000255,2025-03-07 21:29:35,No response to my ticket in a week,I opened this ticket 13 days ago and still have no response. This is taking far too long to resolve for a simple issue. Your chat support disconnected me before resolving my issue.,slow_support
TCKT00362,CUST002523,2025-03-07 23:14:47,How do I update my address,Can you explain the difference between the Basic and Premium account tiers? What's the current interest rate on savings accounts? Do you offer joint accounts for entertainment purposes?,general_inquiry
TCKT00363,CUST002213,2025-03-07 23:38:00,Need details on a recent statement,How do I update my mailing address on file? Can you explain the difference between the Basic and Premium account tiers? Do you offer joint accounts for groceries purposes? Where can I download a statement from last 9 days?,general_inquiry
TCKT00364,CUST004755,2025-03-08 10:04:57,Charge did not go through at Gay and Sons,This is the second time a transfer purchase has failed this month. I need this resolved quickly because the merchant is threatening to cancel my order.,failed_transaction
TCKT00365,CUST000064,2025-03-08 13:57:24,Dispute a service charge,This is the third fee I've been charged this year that surprised me. I want this fee reversed or a clear explanation of why it was charged. Your fee schedule isn't clearly disclosed anywhere in the app.,fee_complaint
TCKT00366,CUST002779,2025-03-08 18:59:08,Charge did not go through at Ortiz-Baker,The transaction error code didn't explain what actually went wrong. My card was declined even though I have sufficient balance. I need this resolved quickly because the merchant is threatening to cancel my order.,failed_transaction
TCKT00367,CUST000781,2025-03-08 20:06:37,Monthly fee increased without notice,This is the third fee I've been charged this year that surprised me. Your fee schedule isn't clearly disclosed anywhere in the app.,fee_complaint
TCKT00368,CUST004469,2025-03-09 01:11:56,Charge did not go through at Aguirre-Anderson,This is the second time a utilities purchase has failed this month. Please refund the pending hold from the failed charge. The payment failed but the funds still show as pending on my account.,failed_transaction
TCKT00369,CUST000639,2025-03-09 01:22:22,"Failed transaction, need urgent help",The payment failed but the funds still show as pending on my account. I tried to pay Mendoza-Davis for $163.6 and the transaction was declined. This is the second time a transfer purchase has failed this month.,failed_transaction
TCKT00370,CUST002055,2025-03-09 01:53:05,Great experience with your app,"Thank you for being transparent about the recent fee changes. The app redesign is clean and much easier to navigate. The new budgeting feature in the app is genuinely useful. Your support agent resolved my issue in minutes, really appreciated it.",positive_feedback
TCKT00371,CUST001630,2025-03-09 17:32:01,Report possible fraud on my account,"There's a charge of $394.1 at Wright Inc that I never made. This looks like classic card-testing fraud, several tiny charges in a row. I noticed several small unauthorized charges over the past 4 days. I did not authorize this transaction and want it reversed.",fraud_report
TCKT00372,CUST002973,2025-03-10 09:13:57,Account frozen without explanation,Please tell me what documents you still need from me. I submitted my ID for verification 5 days ago and heard nothing back.,account_access
TCKT00373,CUST003311,2025-03-10 11:08:07,Too many hidden fees,I was charged a $33.76 fee I don't understand. I want this fee reversed or a clear explanation of why it was charged. This is the third fee I've been charged this year that surprised me.,fee_complaint
TCKT00374,CUST002051,2025-03-10 20:20:30,Support is way too slow,"Your chat support disconnected me before resolving my issue. I just want an update, even if the answer is 'still working on it'. I've called twice and been on hold for over 40 minutes each time. Please escalate this, I've already followed up twice.",slow_support
TCKT00375,CUST003302,2025-03-10 21:50:29,Two-factor code never arrives,I've reset my password three times and still can't log in. I never receive the verification code by text or email.,login_issue
TCKT00376,CUST004463,2025-03-11 13:11:31,Thank you to your support team,"Switching to this bank was one of the best financial decisions I've made. The app redesign is clean and much easier to navigate. Your support agent resolved my issue in minutes, really appreciated it.",positive_feedback
TCKT00377,CUST000715,2025-03-11 14:34:24,Just wanted to say thanks,Switching to this bank was one of the best financial decisions I've made. The app redesign is clean and much easier to navigate. Just wanted to recognize your team for great service this week. The new budgeting feature in the app is genuinely useful.,positive_feedback
TCKT00378,CUST001162,2025-03-11 15:32:24,Payment declined for no reason,Please refund the pending hold from the failed charge. The payment failed but the funds still show as pending on my account.,failed_transaction
TCKT00379,CUST000777,2025-03-11 15:44:36,Can't access funds in my account,This review process is taking way too long for a routine check. Please tell me what documents you still need from me. My account has been frozen and nobody has explained why. I rely on this account for daily expenses and need access restored.,account_access
TCKT00380,CUST001325,2025-03-11 19:59:30,Still waiting on a reply from support,"I just want an update, even if the answer is 'still working on it'. I've called twice and been on hold for over 40 minutes each time. This is taking far too long to resolve for a simple issue. Your chat support disconnected me before resolving my issue.",slow_support
TCKT00381,CUST004934,2025-03-12 03:59:54,Excellent service this week,"Just wanted to recognize your team for great service this week. Thank you for being transparent about the recent fee changes. Your support agent resolved my issue in minutes, really appreciated it. The new budgeting feature in the app is genuinely useful.",positive_feedback
TCKT00382,CUST002568,2025-03-12 08:52:18,Thank you to your support team,"Your support agent resolved my issue in minutes, really appreciated it. The new budgeting feature in the app is genuinely useful. The app redesign is clean and much easier to navigate.",positive_feedback
TCKT00383,CUST001044,2025-03-12 09:26:43,Too many hidden fees,I was charged a $603.1 fee I don't understand. Nobody told me the monthly maintenance fee was going up. I want this fee reversed or a clear explanation of why it was charged. This is the third fee I've been charged this year that surprised me.,fee_complaint
TCKT00384,CUST000225,2025-03-12 09:38:13,Question about account types,Just have a quick question about how transfers are processed. Where can I download a statement from last 13 days?,general_inquiry
TCKT00385,CUST003450,2025-03-12 14:52:35,My electronics payment keeps failing,The transaction error code didn't explain what actually went wrong. I need this resolved quickly because the merchant is threatening to cancel my order. I tried to pay Hardin Inc for $444.81 and the transaction was declined.,failed_transaction
TCKT00386,CUST003049,2025-03-12 15:37:09,Excellent service this week,"Switching to this bank was one of the best financial decisions I've made. Your support agent resolved my issue in minutes, really appreciated it.",positive_feedback
TCKT00387,CUST002142,2025-03-12 16:33:34,Following up again on an open case,"Please escalate this, I've already followed up twice. Your chat support disconnected me before resolving my issue.",slow_support
TCKT00388,CUST004823,2025-03-12 19:33:16,Really happy with the new features,"Switching to this bank was one of the best financial decisions I've made. Just wanted to recognize your team for great service this week. Your support agent resolved my issue in minutes, really appreciated it. The app redesign is clean and much easier to navigate.",positive_feedback
TCKT00389,CUST003300,2025-03-12 19:59:40,Unexpected fee on my statement,I was charged a $345.75 fee I don't understand. Nobody told me the monthly maintenance fee was going up. I want this fee reversed or a clear explanation of why it was charged.,fee_complaint
TCKT00390,CUST003669,2025-03-12 21:49:03,Unexpected fee on my statement,This is the third fee I've been charged this year that surprised me. I want this fee reversed or a clear explanation of why it was charged. I was charged a $328.17 fee I don't understand.,fee_complaint
TCKT00391,CUST001096,2025-03-12 23:06:33,Why was I charged an overdraft fee,I was charged a $107.42 fee I don't understand. I want this fee reversed or a clear explanation of why it was charged. This overdraft fee seems unfair given my account history. This is the third fee I've been charged this year that surprised me.,fee_complaint
TCKT00392,CUST001219,2025-03-13 00:19:52,Been on hold for over an hour,"Please escalate this, I've already followed up twice. I opened this ticket 3 days ago and still have no response.",slow_support
TCKT00393,CUST000877,2025-03-13 00:54:51,No response to my ticket in a week,"This is taking far too long to resolve for a simple issue. I just want an update, even if the answer is 'still working on it'. Please escalate this, I've already followed up twice. I opened this ticket 12 days ago and still have no response.",slow_support
TCKT00394,CUST004879,2025-03-13 03:11:12,Payment declined for no reason,"The payment failed but the funds still show as pending on my account. This is the second time a travel purchase has failed this month. I tried to pay King, Manning and Brady for $209.51 and the transaction was declined.",failed_transaction
TCKT00395,CUST000747,2025-03-13 03:50:28,"Account under review, need status update",I rely on this account for daily expenses and need access restored. This review process is taking way too long for a routine check. My account has been frozen and nobody has explained why. I submitted my ID for verification 6 days ago and heard nothing back.,account_access
TCKT00396,CUST004122,2025-03-13 09:27:49,Payment declined for no reason,The transaction error code didn't explain what actually went wrong. This is the second time a electronics purchase has failed this month. My card was declined even though I have sufficient balance.,failed_transaction
TCKT00397,CUST000798,2025-03-13 14:11:30,My electronics payment keeps failing,The payment failed but the funds still show as pending on my account. This is the second time a travel purchase has failed this month.,failed_transaction
TCKT00398,CUST001099,2025-03-13 17:43:41,Following up again on an open case,This is taking far too long to resolve for a simple issue. I've called twice and been on hold for over 40 minutes each time. Your chat support disconnected me before resolving my issue. I opened this ticket 10 days ago and still have no response.,slow_support
TCKT00399,CUST004872,2025-03-14 05:55:18,Really happy with the new features,Switching to this bank was one of the best financial decisions I've made. Thank you for being transparent about the recent fee changes. Just wanted to recognize your team for great service this week.,positive_feedback
TCKT00400,CUST001303,2025-03-14 08:48:44,Two-factor code never arrives,I've reset my password three times and still can't log in. It says my credentials are invalid even though I just reset them.,login_issue
TCKT00401,CUST003626,2025-03-14 17:38:15,Still waiting on a reply from support,"I just want an update, even if the answer is 'still working on it'. I've called twice and been on hold for over 40 minutes each time. Please escalate this, I've already followed up twice.",slow_support
TCKT00402,CUST000959,2025-03-14 19:51:45,Unexpected fee on my statement,I was charged a $275.57 fee I don't understand. This is the third fee I've been charged this year that surprised me.,fee_complaint
TCKT00403,CUST000227,2025-03-14 23:28:33,Dispute a service charge,I want this fee reversed or a clear explanation of why it was charged. This is the third fee I've been charged this year that surprised me. Your fee schedule isn't clearly disclosed anywhere in the app. Nobody told me the monthly maintenance fee was going up.,fee_complaint
TCKT00404,CUST000488,2025-03-14 23:48:52,How do I update my address,Can you explain the difference between the Basic and Premium account tiers? Where can I download a statement from last 2 days?,general_inquiry
TCKT00405,CUST000376,2025-03-15 06:31:10,Can't log into my account,I never receive the verification code by text or email. This has been happening for 2 days now and it's frustrating. It says my credentials are invalid even though I just reset them. Can someone manually reset my login so I can access my account?,login_issue
TCKT00406,CUST001449,2025-03-15 08:04:13,Too many hidden fees,I want this fee reversed or a clear explanation of why it was charged. This is the third fee I've been charged this year that surprised me. This overdraft fee seems unfair given my account history.,fee_complaint
TCKT00407,CUST001346,2025-03-15 08:33:21,Why was I charged an overdraft fee,Nobody told me the monthly maintenance fee was going up. Your fee schedule isn't clearly disclosed anywhere in the app.,fee_complaint
TCKT00408,CUST001565,2025-03-15 09:39:23,Unauthorized transaction on my account,"I did not authorize this transaction and want it reversed. My card must have been compromised, please freeze my account immediately.",fraud_report
TCKT00409,CUST003046,2025-03-15 12:48:15,Why was I charged an overdraft fee,This is the third fee I've been charged this year that surprised me. Nobody told me the monthly maintenance fee was going up. This overdraft fee seems unfair given my account history. I was charged a $374.09 fee I don't understand.,fee_complaint
TCKT00410,CUST000452,2025-03-15 12:58:23,Charge did not go through at Clark-Watkins,"This is the second time a travel purchase has failed this month. I tried to pay Rowland, Brewer and Ward for $529.95 and the transaction was declined. My card was declined even though I have sufficient balance.",failed_transaction
TCKT00411,CUST003480,2025-03-15 14:54:46,Transaction failed but money was taken,Please refund the pending hold from the failed charge. The payment failed but the funds still show as pending on my account. The transaction error code didn't explain what actually went wrong. I need this resolved quickly because the merchant is threatening to cancel my order.,failed_transaction
TCKT00412,CUST002707,2025-03-15 17:29:22,Support is way too slow,"Your chat support disconnected me before resolving my issue. This is taking far too long to resolve for a simple issue. I just want an update, even if the answer is 'still working on it'.",slow_support
TCKT00413,CUST003805,2025-03-15 20:11:54,Someone used my account without permission,"This looks like classic card-testing fraud, several tiny charges in a row. I noticed several small unauthorized charges over the past 11 days. I did not authorize this transaction and want it reversed.",fraud_report
TCKT00414,CUST002657,2025-03-15 20:48:47,Locked out of online banking,This has been happening for 9 days now and it's frustrating. Can someone manually reset my login so I can access my account? It says my credentials are invalid even though I just reset them. I've reset my password three times and still can't log in.,login_issue
TCKT00415,CUST001900,2025-03-15 21:52:55,Need details on a recent statement,What's the current interest rate on savings accounts? How do I update my mailing address on file? Where can I download a statement from last 8 days? Do you offer joint accounts for transfer purposes?,general_inquiry
TCKT00416,CUST004212,2025-03-16 03:17:27,Following up again on an open case,Your chat support disconnected me before resolving my issue. I've called twice and been on hold for over 40 minutes each time.,slow_support
TCKT00417,CUST003073,2025-03-16 04:06:40,General question about your services,Do you offer joint accounts for entertainment purposes? Just have a quick question about how transfers are processed. How do I update my mailing address on file? Can you explain the difference between the Basic and Premium account tiers?,general_inquiry
TCKT00418,CUST001035,2025-03-16 06:15:01,App keeps logging me out,I've reset my password three times and still can't log in. The mobile app crashes every time I try to sign in. Can someone manually reset my login so I can access my account? It says my credentials are invalid even though I just reset them.,login_issue
TCKT00419,CUST001641,2025-03-16 18:48:26,Can't log into my account,Can someone manually reset my login so I can access my account? It says my credentials are invalid even though I just reset them. I never receive the verification code by text or email. This has been happening for 7 days now and it's frustrating.,login_issue
TCKT00420,CUST001914,2025-03-17 13:58:28,Payment declined for no reason,The transaction error code didn't explain what actually went wrong. I need this resolved quickly because the merchant is threatening to cancel my order. My card was declined even though I have sufficient balance.,failed_transaction
TCKT00421,CUST001718,2025-03-17 22:55:42,Request to unlock my account,I rely on this account for daily expenses and need access restored. This review process is taking way too long for a routine check.,account_access
TCKT00422,CUST000930,2025-03-17 23:09:49,Payment declined for no reason,This is the second time a transfer purchase has failed this month. My card was declined even though I have sufficient balance. I need this resolved quickly because the merchant is threatening to cancel my order.,failed_transaction
TCKT00423,CUST002239,2025-03-18 00:05:03,Account frozen without explanation,My account has been frozen and nobody has explained why. I rely on this account for daily expenses and need access restored.,account_access
TCKT00424,CUST002666,2025-03-18 05:10:05,Locked out of online banking,I never receive the verification code by text or email. I've reset my password three times and still can't log in.,login_issue
TCKT00425,CUST002506,2025-03-18 08:34:04,Transaction failed but money was taken,The transaction error code didn't explain what actually went wrong. I need this resolved quickly because the merchant is threatening to cancel my order.,failed_transaction
TCKT00426,CUST004925,2025-03-18 09:17:20,Password reset link not working,I've reset my password three times and still can't log in. This has been happening for 10 days now and it's frustrating. I never receive the verification code by text or email.,login_issue
TCKT00427,CUST002182,2025-03-18 11:33:50,Asking about interest rates,What's the current interest rate on savings accounts? Can you explain the difference between the Basic and Premium account tiers? Do you offer joint accounts for retail purposes?,general_inquiry
TCKT00428,CUST002080,2025-03-18 14:11:18,Can't log into my account,This has been happening for 9 days now and it's frustrating. The mobile app crashes every time I try to sign in.,login_issue
TCKT00429,CUST004883,2025-03-18 15:07:39,Two-factor code never arrives,I never receive the verification code by text or email. I've reset my password three times and still can't log in.,login_issue
TCKT00430,CUST004840,2025-03-18 18:30:54,I think my card was compromised,"This looks like classic card-testing fraud, several tiny charges in a row. I noticed several small unauthorized charges over the past 9 days. There's a charge of $201.48 at Walker, Brock and Simmons that I never made. I did not authorize this transaction and want it reversed.",fraud_report
TCKT00431,CUST001117,2025-03-19 02:04:34,Can't log into my account,I've reset my password three times and still can't log in. It says my credentials are invalid even though I just reset them. Can someone manually reset my login so I can access my account?,login_issue
TCKT00432,CUST004822,2025-03-19 04:35:57,Charge did not go through at Peterson-Jordan,The payment failed but the funds still show as pending on my account. My card was declined even though I have sufficient balance.,failed_transaction
TCKT00433,CUST004595,2025-03-19 05:49:40,Great experience with your app,"Your support agent resolved my issue in minutes, really appreciated it. The new budgeting feature in the app is genuinely useful. The app redesign is clean and much easier to navigate. Switching to this bank was one of the best financial decisions I've made.",positive_feedback
TCKT00434,CUST004246,2025-03-19 07:14:21,Excellent service this week,"Switching to this bank was one of the best financial decisions I've made. The new budgeting feature in the app is genuinely useful. Your support agent resolved my issue in minutes, really appreciated it.",positive_feedback
TCKT00435,CUST001358,2025-03-19 07:18:08,Need details on a recent statement,Can you explain the difference between the Basic and Premium account tiers? Just have a quick question about how transfers are processed.,general_inquiry
TCKT00436,CUST004316,2025-03-19 10:51:05,Transaction failed but money was taken,Please refund the pending hold from the failed charge. I need this resolved quickly because the merchant is threatening to cancel my order.,failed_transaction
TCKT00437,CUST004204,2025-03-19 16:43:38,Report possible fraud on my account,I noticed several small unauthorized charges over the past 10 days. Please investigate this and issue a new card right away.,fraud_report
TCKT00438,CUST003384,2025-03-20 04:53:41,Thank you to your support team,"Switching to this bank was one of the best financial decisions I've made. Just wanted to recognize your team for great service this week. Your support agent resolved my issue in minutes, really appreciated it.",positive_feedback
TCKT00439,CUST003968,2025-03-20 07:53:03,Too many hidden fees,I want this fee reversed or a clear explanation of why it was charged. This overdraft fee seems unfair given my account history.,fee_complaint
TCKT00440,CUST000909,2025-03-20 12:59:20,Need details on a recent statement,Just have a quick question about how transfers are processed. Do you offer joint accounts for groceries purposes?,general_inquiry
TCKT00441,CUST002847,2025-03-21 01:50:27,Transaction failed but money was taken,"My card was declined even though I have sufficient balance. The transaction error code didn't explain what actually went wrong. I tried to pay Harris, Lewis and Jackson for $382.94 and the transaction was declined.",failed_transaction
TCKT00442,CUST003131,2025-03-21 12:17:55,Need to verify my identity again,I submitted my ID for verification 6 days ago and heard nothing back. I can't withdraw or transfer any funds right now. My account has been frozen and nobody has explained why. I rely on this account for daily expenses and need access restored.,account_access
TCKT00443,CUST003975,2025-03-21 18:48:04,Just wanted to say thanks,The app redesign is clean and much easier to navigate. Thank you for being transparent about the recent fee changes. Switching to this bank was one of the best financial decisions I've made.,positive_feedback
TCKT00444,CUST003761,2025-03-22 09:52:22,Great experience with your app,"Your support agent resolved my issue in minutes, really appreciated it. Thank you for being transparent about the recent fee changes.",positive_feedback
TCKT00445,CUST000811,2025-03-22 12:12:05,App keeps logging me out,It says my credentials are invalid even though I just reset them. This has been happening for 13 days now and it's frustrating.,login_issue
TCKT00446,CUST000962,2025-03-23 01:50:58,Payment declined for no reason,The transaction error code didn't explain what actually went wrong. The payment failed but the funds still show as pending on my account. This is the second time a entertainment purchase has failed this month.,failed_transaction
TCKT00447,CUST004876,2025-03-23 02:38:38,Really happy with the new features,Just wanted to recognize your team for great service this week. Switching to this bank was one of the best financial decisions I've made.,positive_feedback
TCKT00448,CUST004392,2025-03-23 05:21:57,Too many hidden fees,This is the third fee I've been charged this year that surprised me. I want this fee reversed or a clear explanation of why it was charged.,fee_complaint
TCKT00449,CUST000391,2025-03-23 12:30:43,"Failed transaction, need urgent help",The payment failed but the funds still show as pending on my account. The transaction error code didn't explain what actually went wrong.,failed_transaction
TCKT00450,CUST000650,2025-03-23 12:35:01,Support is way too slow,"I've called twice and been on hold for over 40 minutes each time. Please escalate this, I've already followed up twice. Your chat support disconnected me before resolving my issue. I just want an update, even if the answer is 'still working on it'.",slow_support
TCKT00451,CUST004207,2025-03-23 14:18:57,Really happy with the new features,The new budgeting feature in the app is genuinely useful. Switching to this bank was one of the best financial decisions I've made.,positive_feedback
TCKT00452,CUST004938,2025-03-23 19:38:13,Why was I charged an overdraft fee,I want this fee reversed or a clear explanation of why it was charged. Your fee schedule isn't clearly disclosed anywhere in the app. This overdraft fee seems unfair given my account history. This is the third fee I've been charged this year that surprised me.,fee_complaint
TCKT00453,CUST003248,2025-03-24 10:47:40,Transaction failed but money was taken,My card was declined even though I have sufficient balance. The transaction error code didn't explain what actually went wrong. The payment failed but the funds still show as pending on my account.,failed_transaction
TCKT00454,CUST001463,2025-03-25 15:16:18,App keeps logging me out,I've reset my password three times and still can't log in. It says my credentials are invalid even though I just reset them. Can someone manually reset my login so I can access my account?,login_issue
TCKT00455,CUST002191,2025-03-25 18:08:03,Charge did not go through at Turner-Novak,The transaction error code didn't explain what actually went wrong. The payment failed but the funds still show as pending on my account.,failed_transaction
TCKT00456,CUST001006,2025-03-25 19:23:55,I think my card was compromised,"I noticed several small unauthorized charges over the past 14 days. My card must have been compromised, please freeze my account immediately. I did not authorize this transaction and want it reversed.",fraud_report
TCKT00457,CUST000990,2025-03-25 20:41:51,How do I update my address,Just have a quick question about how transfers are processed. How do I update my mailing address on file? Can you explain the difference between the Basic and Premium account tiers?,general_inquiry
TCKT00458,CUST001750,2025-03-25 23:17:18,Really happy with the new features,"The new budgeting feature in the app is genuinely useful. Thank you for being transparent about the recent fee changes. Your support agent resolved my issue in minutes, really appreciated it. Switching to this bank was one of the best financial decisions I've made.",positive_feedback
TCKT00459,CUST004114,2025-03-26 09:05:04,Dispute a service charge,Your fee schedule isn't clearly disclosed anywhere in the app. This overdraft fee seems unfair given my account history. This is the third fee I've been charged this year that surprised me.,fee_complaint
TCKT00460,CUST000259,2025-03-26 15:30:26,Password reset link not working,Can someone manually reset my login so I can access my account? I've reset my password three times and still can't log in.,login_issue
TCKT00461,CUST004010,2025-03-27 05:41:17,Password reset link not working,I've reset my password three times and still can't log in. This has been happening for 6 days now and it's frustrating. The mobile app crashes every time I try to sign in. I never receive the verification code by text or email.,login_issue
TCKT00462,CUST001570,2025-03-27 06:19:40,Too many hidden fees,Nobody told me the monthly maintenance fee was going up. I want this fee reversed or a clear explanation of why it was charged. This overdraft fee seems unfair given my account history.,fee_complaint
TCKT00463,CUST004882,2025-03-27 10:48:40,Suspicious charges I did not make,"There's a charge of $143.64 at Mendoza Ltd that I never made. Please investigate this and issue a new card right away. My card must have been compromised, please freeze my account immediately.",fraud_report
TCKT00464,CUST004332,2025-03-27 17:22:40,Need to verify my identity again,Please tell me what documents you still need from me. I submitted my ID for verification 8 days ago and heard nothing back.,account_access
TCKT00465,CUST002881,2025-03-27 17:32:26,Two-factor code never arrives,Can someone manually reset my login so I can access my account? It says my credentials are invalid even though I just reset them. This has been happening for 11 days now and it's frustrating.,login_issue
TCKT00466,CUST002555,2025-03-27 19:29:05,Charge did not go through at Hawkins Inc,"My card was declined even though I have sufficient balance. This is the second time a healthcare purchase has failed this month. I tried to pay Gilbert, Lewis and Smith for $448.56 and the transaction was declined.",failed_transaction
TCKT00467,CUST003798,2025-03-27 23:59:06,Question about account types,Just have a quick question about how transfers are processed. Where can I download a statement from last 3 days? Do you offer joint accounts for retail purposes?,general_inquiry
TCKT00468,CUST001002,2025-03-28 00:12:54,Been on hold for over an hour,This is taking far too long to resolve for a simple issue. I opened this ticket 4 days ago and still have no response. Your chat support disconnected me before resolving my issue.,slow_support
TCKT00469,CUST001257,2025-03-28 02:05:29,Following up again on an open case,"Please escalate this, I've already followed up twice. Your chat support disconnected me before resolving my issue. I've called twice and been on hold for over 40 minutes each time. This is taking far too long to resolve for a simple issue.",slow_support
TCKT00470,CUST001198,2025-03-28 03:29:08,Transaction failed but money was taken,This is the second time a dining purchase has failed this month. The payment failed but the funds still show as pending on my account.,failed_transaction
TCKT00471,CUST004913,2025-03-28 08:45:35,I think my card was compromised,"There's a charge of $88.53 at Richardson LLC that I never made. I noticed several small unauthorized charges over the past 12 days. Please investigate this and issue a new card right away. This looks like classic card-testing fraud, several tiny charges in a row.",fraud_report
TCKT00472,CUST003429,2025-03-28 13:47:19,Great experience with your app,The new budgeting feature in the app is genuinely useful. Thank you for being transparent about the recent fee changes.,positive_feedback
TCKT00473,CUST002236,2025-03-28 19:50:32,Transaction failed but money was taken,Please refund the pending hold from the failed charge. I tried to pay Harris-Chase for $454.24 and the transaction was declined.,failed_transaction
TCKT00474,CUST000693,2025-03-29 12:14:59,Two-factor code never arrives,The mobile app crashes every time I try to sign in. This has been happening for 13 days now and it's frustrating. I've reset my password three times and still can't log in.,login_issue
TCKT00475,CUST001869,2025-03-29 17:47:35,Can't log into my account,I never receive the verification code by text or email. Can someone manually reset my login so I can access my account? I've reset my password three times and still can't log in. The mobile app crashes every time I try to sign in.,login_issue
TCKT00476,CUST004431,2025-03-30 03:32:00,Just wanted to say thanks,"Switching to this bank was one of the best financial decisions I've made. The app redesign is clean and much easier to navigate. Just wanted to recognize your team for great service this week. Your support agent resolved my issue in minutes, really appreciated it.",positive_feedback
TCKT00477,CUST003370,2025-03-30 15:18:21,Someone used my account without permission,"My card must have been compromised, please freeze my account immediately. This looks like classic card-testing fraud, several tiny charges in a row. There's a charge of $93.36 at Anderson, Bowen and Kirk that I never made. Please investigate this and issue a new card right away.",fraud_report
TCKT00478,CUST002473,2025-03-31 00:17:18,Why was I charged an overdraft fee,I was charged a $27.96 fee I don't understand. Nobody told me the monthly maintenance fee was going up. This is the third fee I've been charged this year that surprised me. I want this fee reversed or a clear explanation of why it was charged.,fee_complaint
TCKT00479,CUST000009,2025-03-31 04:52:56,How do I update my address,Just have a quick question about how transfers are processed. Where can I download a statement from last 3 days?,general_inquiry
TCKT00480,CUST004114,2025-03-31 05:16:05,My groceries payment keeps failing,This is the second time a dining purchase has failed this month. Please refund the pending hold from the failed charge.,failed_transaction
TCKT00481,CUST002725,2025-03-31 05:37:45,Unexpected fee on my statement,This overdraft fee seems unfair given my account history. I was charged a $398.21 fee I don't understand. This is the third fee I've been charged this year that surprised me. I want this fee reversed or a clear explanation of why it was charged.,fee_complaint
TCKT00482,CUST001454,2025-03-31 08:01:56,"Account under review, need status update",I submitted my ID for verification 14 days ago and heard nothing back. Please tell me what documents you still need from me.,account_access
